"ID","OFFICECODE","OFFICENAME","OFFICETYPEID","EMAIL","MOBILENO","TELEPHONENUMBER","WEBADDRESS","ISACTIVE","CREATEDDATE","CREATEDBY","MODIFIEDDATE","MODIFIEDBY","DELETEDBY","ISDELETED","PROFESSIONALTAX","DELETEDDATE","PARENTOFFICEID","DICOFFICETYPEID","BANKNAME","BANKACCOUNTNO","IFSCCODE","BRANCHNAME"
659,"1173","KENDRIYA VIDYALAYA (IOP) MEGHAHATUBURU",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
660,"1175","KENDRIYA VIDYALAYA PATRATU",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
661,"1177","KENDRIYA VIDYALAYA BARKAKANA",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
662,"1178","KENDRIYA VIDYALAYA BHURKUNDA",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
1437,"1491","KENDRIYA VIDYALAYA (HAPPY VALLEY)SHILLONG",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1438,"1492","KENDRIYA VIDYALAYA (AFS) LAITKOR PEAK SHILLONG",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1439,"1493","KENDRIYA VIDYALAYA (NEHU) SHILLONG",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1440,"1494","KENDRIYA VIDYALAYA EAC UPPER SHILLONG",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1441,"1495","KENDRIYA VIDYALAYA UMROI CANTT",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1442,"1500","KENDRIYA VIDYALAYA TURA",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1443,"1856","KENDRIYA VIDYALAYA AIZAWL",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1444,"1881","KENDRIYA VIDYALAYA LUNGLEI",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1445,"2154","KENDRIYA VIDYALAYA MIZORAM UNIVERSITY TANHRIL",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1446,"2210","KENDRIYA VIDYALAYA CHAMPHAI",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
1447,"1865","KENDRIYA VIDYALAYA (CRPF)DIMAPUR",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1448,"1877","KENDRIYA VIDYALAYA (CRPF)LARIE HILL KOHIMA",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1449,"1885","KENDRIYA VIDYALAYA RANGAPAHAR CANTT",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1450,"1895","KENDRIYA VIDYALAYA TULI",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1451,"1140","KENDRIYA VIDYALAYA ANGUL",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1452,"1141","KENDRIYA VIDYALAYA BALASORE",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1453,"1142","KENDRIYA VIDYALAYA BARGARH",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1454,"1143","KENDRIYA VIDYALAYA BARIPADA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1455,"1144","KENDRIYA VIDYALAYA BERHAMPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1456,"1145","KENDRIYA VIDYALAYA BHAWANI PATNA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1457,"1146","KENDRIYA VIDYALAYA NO. I BHUBANESHWAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1458,"1147","KENDRIYA VIDYALAYA CRPF NO. II BHUBANESHWAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1459,"1148","KENDRIYA VIDYALAYA NO.IV BHUBANESHWAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1460,"1149","KENDRIYA VIDYALAYA CUTTACK",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1461,"1150","KENDRIYA VIDYALAYA KHURDA ROAD",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1462,"1151","KENDRIYA VIDYALAYA NO.III MANCHESWAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1463,"1155","KENDRIYA VIDYALAYA OF NO.I BOLANGIR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1464,"1156","KENDRIYA VIDYALAYA NO.II BOLANGIR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1465,"1157","KENDRIYA VIDYALAYA BONDAMUNDA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1466,"1160","KENDRIYA VIDYALAYA ARC CHARBATIA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1467,"1161","KENDRIYA VIDYALAYA INS CHILKA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1468,"1165","KENDRIYA VIDYALAYA DHENKANAL TOWN",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1469,"1167","KENDRIYA VIDYALAYA GOPALPUR CANTT.",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1470,"1169","KENDRIYA VIDYALAYA JHARSUGUDA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1471,"1170","KENDRIYA VIDYALAYA KEONJHAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1472,"1171","KENDRIYA VIDYALAYA KORAPUT",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1473,"1174","KENDRIYA VIDYALAYA PARADIP PORT",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1474,"1176","KENDRIYA VIDYALAYA PURI",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1475,"1186","KENDRIYA VIDYALAYA ROURKELA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1476,"1187","KENDRIYA VIDYALAYA No. I SAMBALPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1477,"1189","KENDRIYA VIDYALAYA SUNABEDA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1478,"1190","KENDRIYA VIDYALAYA SUNDARGARH",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1479,"1192","KENDRIYA VIDYALAYA NTPC KANIHA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1480,"2065","KENDRIYA VIDYALAYA BOUDH",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1481,"2067","KENDRIYA VIDYALAYA GAJAPATI",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1482,"2068","KENDRIYA VIDYALAYA MALKANGIRI",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1483,"2069","KENDRIYA VIDYALAYA NABRANGPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1484,"2070","KENDRIYA VIDYALAYA RAYAGADA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1485,"2124","KENDRIYA VIDYALAYA KANDHAMAL",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1486,"2126","KENDRIYA VIDYALAYA BHADRAK",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1487,"2218","KENDRIYA VIDYALAYA KUTRA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1488,"2219","KENDRIYA VIDYALAYA NO.II CUTTACK",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1489,"2220","KENDRIYA VIDYALAYA BHANJNAGAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1490,"2221","KENDRIYA VIDYALAYA MURGABADI",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1491,"2222","KENDRIYA VIDYALAYA SONEPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1492,"2223","KENDRIYA VIDYALAYA DEVGARH",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1493,"2224","KENDRIYA VIDYALAYA JAJPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1494,"2225","KENDRIYA VIDYALAYA DIGAPAHANDI",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1495,"2226","KENDRIYA VIDYALAYA ASKA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1496,"2227","KENDRIYA VIDYALAYA NUAPADA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1497,"2228","KENDRIYA VIDYALAYA NDRF NO. III MUNDALI",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1498,"2229","KENDRIYA VIDYALAYA BARIMUL",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1499,"2230","KENDRIYA VIDYALAYA NAYAGARH",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1500,"2231","KENDRIYA VIDYALAYA KHARIAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1501,"2232","KENDRIYA VIDYALAYA NO. V KALINGA NAGAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1502,"2233","KENDRIYA VIDYALAYA NO.VI POKHARIPUT",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1503,"2234","KENDRIYA VIDYALAYA MAHULDIHA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1504,"2315","KENDRIYA VIDYALAYA NO. II SAMBALPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1505,"2316","KENDRIYA VIDYALAYA HINJILICUT",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1506,"2326","KENDRIYA VIDYALAYA VYASNAGAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1507,"2328","KENDRIYA VIDYALAYA DHARAMGARH",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1508,"2361","KENDRIYA VIDYALAYA NO.II BALASORE",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1509,"2362","KENDRIYA VIDYALAYA NO. II ANGUL",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1510,"2363","KENDRIYA VIDYALAYA JAGATSINGHPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1511,"2401","KENDRIYA VIDYALAYA GUNUPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1512,"2407","KENDRIYA VIDYALAYA ANANDAPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1513,"2436","KENDRIYA VIDYALAYA CHATRAPUR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1514,"2441","KENDRIYA VIDYALAYA MCL JAGANNATH AREA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1515,"2442","KENDRIYA VIDYALAYA MCL SUBHADRA AREA",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1516,"2443","KENDRIYA VIDYALAYA IIT BHUBANESWAR",,"","","","",1,,"",,"","",0,"",,1775,6,"","","",""
1517,"1283","KENDRIYA VIDYALAYA NO. I PORT BLAIR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1518,"1284","KENDRIYA VIDYALAYA NO. II PORT BLAIR",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1519,"1801","KENDRIYA VIDYALAYA NO.I JIPMER CAMPUS PONDICHERRY",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1520,"1802","KENDRIYA VIDYALAYA NO.II KALAPET PONDICHERRY",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1521,"2147","KENDRIYA VIDYALAYA MAHE",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1522,"2191","KENDRIYA VIDYALAYA KARAIKAL",,"","","","",1,,"",,"","",0,"",,1777,6,"","","",""
1523,"1289","KENDRIYA VIDYALAYA ABOHAR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1524,"1295","KENDRIYA VIDYALAYA BADDOWAL CANTT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1525,"1296","KENDRIYA VIDYALAYA AFS BARNALA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1526,"1297","KENDRIYA VIDYALAYA NO.I THIMAYYA MARG BHATINDA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1527,"1298","KENDRIYA VIDYALAYA NO.IV BHATINDA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1528,"1299","KENDRIYA VIDYALAYA NO.V BHATINDA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1529,"1300","KENDRIYA VIDYALAYA AFS NO.III BHATINDA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1530,"1301","KENDRIYA VIDYALAYA OCF CHANDIGARH",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1531,"1302","KENDRIAYA VIDYALAYA 3 BRD NO.II CHANDIGARH",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1532,"1303","KENDRIYA VIDYALAYA HIGH GROUNDS",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1533,"1304","KENDRIYA VIDYALAYA SECTOR 31 CHANDIGARH",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1534,"1308","KENDRIYA VIDYALAYA MULLANPUR GARIBDAS",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1535,"1309","KENDRIYA VIDYALAYA ZIRAKPUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1536,"1310","KENDRIYA VIDYALAYA DAPPAR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1537,"1311","KENDRIYA VIDYALAYA FARIDKOT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1538,"1312","KENDRIYA VIDYALAYA CANTT. NO. I FEROZEPUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1539,"1313","KENDRIYA VIDYALAYA NO. II FEROZEPUR CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1540,"1314","KENDRIYA VIDYALAYA AFS NO.I HALWARA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1541,"1315","KENDRIYA VIDYALAYA AFS NO.II HALWARA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1542,"1319","KENDRIYA VIDYALAYA BSF JALALABAD",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1543,"1321","KENDRIYA VIDYALAYA No.1 RCF HUSSAINPUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1544,"1322","KENDRIYA VIDYALAYA KAPURTHALA CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1545,"1328","KENDRIYA VIDYALAYA NABHA CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1546,"1335","KENDRIYA VIDYALAYA NO. I PATIALA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1547,"1336","KENDRIYA VIDYALAYA DCW NO.II PATIALA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1548,"1337","KENDRIYA VIDYALAYA NO. III PATIALA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1549,"1645","KENDRIYA VIDYALAYA NO. I ADAMPUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1550,"1646","KENDRIYA VIDYALAYA NO. II ADAMPUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1551,"1650","KENDRIYA VIDYALAYA NO.I AMRITSAR CANTT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1552,"1652","KENDRIYA VIDYALAYA NO.III AMRITSAR NEW CANTT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1553,"1667","KENDRIYA VIDYALAYA TIBRI CANTT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1554,"1669","KENDRIYA VIDYALAYA NO. I JALANDHAR CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1555,"1670","KENDRIYA VIDYALAYA NO.II JALANDHAR CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1556,"1671","KENDRIYA VIDYALAYA NO.III JALANDHAR CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1557,"1672","KENDRIYA VIDYALAYA NO.IV (AFS) JALANDHAR CANTT.",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1558,"1673","KENDRIYA VIDYALAYA SURANASSI",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1559,"1687","KENDRIYA VIDYALAYA NANGAL BHUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1560,"1690","KENDRIYA VIDYALAYA AFS NO. 1 PATHANKOT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1561,"1691","KENDRIYA VIDYALAYA NO.II ARMY PATHANKOT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1562,"1692","KENDRIYA VIDYALAYA NO. III PATHANKOT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1563,"1693","KENDRIYA VIDYALAYA NO IV MAMOON CANTT PATHANKOT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1564,"1696","KENDRIYA VIDYALAYA BSF SHIKAR PUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1565,"2106","KENDRIYA VIDLAYALAYA RCF KAPURTHALA HUSSAINPUR II",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1566,"2161","KENDRIYA VIDYALAYA CRPF SARAIKHAS",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1567,"2162","KENDRIYA VIDYALAYA BSF BHIKIWIND",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1568,"2163","KENDRIYA VIDYALAYA BSF AMARKOT",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1569,"2212","KENDRIYA VIDYALAYA MOHALI",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1570,"2213","KENDRIYA VIDYALAYA BSF KMS WALA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1571,"2215","KEDRIYA VIDYALAYA UBHAWAL",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1572,"2216","KENDRIYA VIDYALAYA BSF FAZILKA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1573,"2217","KENDRIYA VIDYALAYA REONA UCHA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1574,"2249","KENDRIYA VIDYALAYA BHUNGA",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1575,"2281","KENDRIYA VIDYALAYA SLIET LONGOWAL",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1576,"2335","KENDRIYA VIDYALAYA KHANPUR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1577,"2437","KENDRIYA VIDYALAYA IIT ROPAR",,"","","","",1,,"",,"","",0,"",,1776,6,"","","",""
1578,"1592","KENDRIYA VIDYALAYA (CRPF) NO.I AJMER",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1579,"1593","KENDRIYA VIDYALAYA CRPF NO.II AJMER",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1580,"1594","KENDRIYA VIDYALAYA NASIRABAD",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1581,"1595","KENDRIYA VIDYALAYA ALWAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1582,"1596","KENDRIYA VIDYALAYA ITARANA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1583,"1597","KENDRIYA VIDYALAYA (BSF)ANOOPGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1584,"1598","KENDRIYA VIDYALAYA (AGPP) ANTA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1585,"1599","KENDRIYA VIDYALAYA (SWRI) AVIKANAGAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1586,"1600","KENDRIYA VIDYALAYA BANSWARA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1587,"1601","KENDRIYA VIDYALAYA BARAN",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1588,"1602","KENDRIYA VIDYALAYA BEAWAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1589,"1603","KENDRIYA VIDYALAYA BHARATPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1590,"1604","KENDRIYA VIDYALAYA BHILWARA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1591,"1605","KENDRIYA VIDYALAYA NO.I (SAGAR ROAD)",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1592,"1606","KENDRIYA VIDYALAYA NO.II BIKANER",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1593,"1607","KENDRIYA VIDYALAYA (AFS) NO.III NAL BIKANER",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1594,"1608","KENDRIYA VIDYALAYA CHURU",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1595,"1609","KENDRIYA VIDYALAYA (BSF) DABLA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1596,"1610","KENDRIYA VIDYALAYA (CISF) DEOLI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1597,"1611","KENDRIYA VIDYALAYA (AFS) JAISALMER",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1598,"1612","KENDRIYA VIDYALAYA NO.I BAJAJ NAGAR JAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1599,"1613","KENDRIYA VIDYALAYA NO.II JAIPUR CANTT",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1600,"1614","KENDRIYA VIDYALAYA NO.III MREC JAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1601,"1615","KENDRIYA VIDYALAYA NO.IV (KHATIPURA) JAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1602,"1616","KENDRIYA VIDYALAYA NO.V MANSAROVER JAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1603,"1617","KENDRIYA VIDYALAYA NO.VI SECTOR III PRATAP NAGAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1604,"1618","KENDRIYA VIDYALAYA JALIPA CANTT",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1605,"1619","KENDRIYA VIDYALAYA UTTARLAI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1606,"1620","KENDRIYA VIDYALAYA JHALAWAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1607,"1621","KENDRIYA VIDYALAYA JHUNJHUNU",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1608,"1622","KENDRIYA VIDYALAYA BANAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1609,"1623","KENDRIYA VIDYALAYA (BSF) JODHPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1610,"1624","KENDRIYA VIDYALAYA AFS NO.I JODHPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1611,"1625","KENDRIYA VIDYALAYA Army NO. I JODHPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1612,"1626","KENDRIYA VIDYALAYA ( AFS) NO.II JODHPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1613,"1627","KENDRIYA VIDYALAYA (ARMY)NO.II JODHPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1614,"1628","KENDRIYA VIDYALAYA NO.I KOTA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1615,"1629","KENDRIYA VIDYALAYA NO.II KOTA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1616,"1630","KENDRIYA VIDYALAYA (CRPF) MOUNTABU",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1617,"1631","KENDRIYA VIDYALAYA PHULERA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1618,"1632","KENDRIYA VIDYALAYA (BSF) POKHRAN",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1619,"1634","KENDRIYA VIDYALAYA LALGARH JATTAN",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1620,"1635","KENDRIYA VIDYALAYA SHRI GANGA NAGAR CANTT",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1621,"1636","KENDRIYA VIDYALAYA SIKAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1622,"1637","KENDRIYA VIDYALAYA (AFS) NO.II SURATGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1623,"1638","KENDRIYA VIDYALAYA (AFS)NO.I SURATGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1624,"1639","KENDRIYA VIDYALAYA NO.II SURATGARH CANTT",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1625,"1640","KENDRIYA VIDYALAYA STPS SURATGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1626,"1641","KENDRIYA VIDYALAYA SAWAI MADHOPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1627,"1643","KENDRIYA VIDYALAYA NO.II EKLINGGARH UDAIPUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1628,"1933","KENDRIYA VIDYALAYA GANGAPUR CITY",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1629,"1934","KENDRIYA VIDYALAYA KARAULI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1630,"2012","KENDRIYA VIDYALAYA KHETRI NAGAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1631,"2099","KENDRIYA VIDYALAYA DUNGAR PUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1632,"2120","KENDRIYA VIDYALAYA CHITTORGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1633,"2173","KENDRIYA VIDYALAYA BSF RAMGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1634,"2174","KENDRIYA VIDYALAYA BSF RAISINGHNAGAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1635,"2176","KENDRIYA VIDYALAYA DEOGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1636,"2177","KENDRIYA VIDYALAYA BSF KHAJUWALA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1637,"2253","KENDRIYA VIDYALAYA TONK",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1638,"2261","KENDRIYA VIDYALAYA INDERPURA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1639,"2262","KENDRIYA VIDYALAYA CHHABRA THERMAL POWER PROJECT (CTPS)",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1640,"2286","KENDRIYA VIDYALAYA JALORE",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1641,"2292","KENDRIYA VIDYALAYA. CENTRAL UNIVERSITY OF RAJASTHAN. BANDERSINDRI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1642,"2294","KENDRIYA VIDYALAYA BUNDI",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1643,"2297","KENDRIYA VIDYALAYA JAISINDHAR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1644,"2298","KENDRIYA VIDYALAYA DAUSA",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1645,"2303","KENDRIYA VIDYALAYA HANUMANGARH",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
1646,"2337","KENDRIYA VIDYALAYA NAGAUR",,"","","","",1,,"",,"","",0,"",,1785,6,"","","",""
